jahr;straftat_code;straftat_bezeichnung;nationalitaet;tatverdaechtige
2016;517000;Sonstiger Betrug;Nichtdeutsch;43695
2017;517000;Sonstiger Betrug;Nichtdeutsch;44082
2018;517000;Sonstiger Betrug;Nichtdeutsch;40691
2019;517000;Sonstiger Betrug;Nichtdeutsch;39101
2020;517000;Sonstiger Betrug;Nichtdeutsch;36520
2021;517000;Sonstiger Betrug;Nichtdeutsch;36465
2022;517000;Sonstiger Betrug;Nichtdeutsch;37495
2023;517000;Sonstiger Betrug;Nichtdeutsch;39904
2024;517000;Sonstiger Betrug;Nichtdeutsch;45945
1987;517100;Leistungsbetrug;Nichtdeutsch;2844
1988;517100;Leistungsbetrug;Nichtdeutsch;3469
1989;517100;Leistungsbetrug;Nichtdeutsch;3283
1990;517100;Leistungsbetrug;Nichtdeutsch;3751
1991;517100;Leistungsbetrug;Nichtdeutsch;3894
1992;517100;Leistungsbetrug;Nichtdeutsch;4050
1993;517100;Leistungsbetrug;Nichtdeutsch;5524
1994;517100;Leistungsbetrug;Nichtdeutsch;4740
1995;517100;Leistungsbetrug;Nichtdeutsch;4046
1996;517100;Leistungsbetrug;Nichtdeutsch;3916
1997;517100;Leistungsbetrug;Nichtdeutsch;3724
1998;517100;Leistungsbetrug;Nichtdeutsch;3264
1999;517100;Leistungsbetrug;Nichtdeutsch;3744
2000;517100;Leistungsbetrug;Nichtdeutsch;3216
2001;517100;Leistungsbetrug;Nichtdeutsch;3294
2002;517100;Leistungsbetrug;Nichtdeutsch;3697
2003;517100;Leistungsbetrug;Nichtdeutsch;2378
2004;517100;Leistungsbetrug;Nichtdeutsch;2283
2005;517100;Leistungsbetrug;Nichtdeutsch;2693
2006;517100;Leistungsbetrug;Nichtdeutsch;2733
2007;517100;Leistungsbetrug;Nichtdeutsch;2675
2008;517100;Leistungsbetrug;Nichtdeutsch;2051
2009;517100;Leistungsbetrug;Nichtdeutsch;1703
2010;517100;Leistungsbetrug;Nichtdeutsch;1731
2011;517100;Leistungsbetrug;Nichtdeutsch;1837
2012;517100;Leistungsbetrug;Nichtdeutsch;1962
2013;517100;Leistungsbetrug;Nichtdeutsch;1902
2014;517100;Leistungsbetrug;Nichtdeutsch;1912
2015;517100;Leistungsbetrug;Nichtdeutsch;2236
2016;517100;Leistungsbetrug;Nichtdeutsch;2618
2017;517100;Leistungsbetrug;Nichtdeutsch;2623
2018;517100;Leistungsbetrug;Nichtdeutsch;2706
2019;517100;Leistungsbetrug;Nichtdeutsch;2713
2020;517100;Leistungsbetrug;Nichtdeutsch;2571
2021;517100;Leistungsbetrug;Nichtdeutsch;2718
2022;517100;Leistungsbetrug;Nichtdeutsch;2729
2023;517100;Leistungsbetrug;Nichtdeutsch;2837
2024;517100;Leistungsbetrug;Nichtdeutsch;2978
1987;517200;Leistungskreditbetrug;Nichtdeutsch;845
1988;517200;Leistungskreditbetrug;Nichtdeutsch;966
1989;517200;Leistungskreditbetrug;Nichtdeutsch;1043
1990;517200;Leistungskreditbetrug;Nichtdeutsch;1132
1991;517200;Leistungskreditbetrug;Nichtdeutsch;1273
1992;517200;Leistungskreditbetrug;Nichtdeutsch;1425
1993;517200;Leistungskreditbetrug;Nichtdeutsch;1881
1994;517200;Leistungskreditbetrug;Nichtdeutsch;1821
1995;517200;Leistungskreditbetrug;Nichtdeutsch;1789
1996;517200;Leistungskreditbetrug;Nichtdeutsch;2030
1997;517200;Leistungskreditbetrug;Nichtdeutsch;2369
1998;517200;Leistungskreditbetrug;Nichtdeutsch;2361
1999;517200;Leistungskreditbetrug;Nichtdeutsch;2669
2000;517200;Leistungskreditbetrug;Nichtdeutsch;2764
2001;517200;Leistungskreditbetrug;Nichtdeutsch;2668
2002;517200;Leistungskreditbetrug;Nichtdeutsch;2712
2003;517200;Leistungskreditbetrug;Nichtdeutsch;3294
2004;517200;Leistungskreditbetrug;Nichtdeutsch;3720
2005;517200;Leistungskreditbetrug;Nichtdeutsch;4511
2006;517200;Leistungskreditbetrug;Nichtdeutsch;4864
2007;517200;Leistungskreditbetrug;Nichtdeutsch;4816
2008;517200;Leistungskreditbetrug;Nichtdeutsch;4958
2009;517200;Leistungskreditbetrug;Nichtdeutsch;4814
2010;517200;Leistungskreditbetrug;Nichtdeutsch;4808
2011;517200;Leistungskreditbetrug;Nichtdeutsch;5063
2012;517200;Leistungskreditbetrug;Nichtdeutsch;5216
2013;517200;Leistungskreditbetrug;Nichtdeutsch;4236
2014;517200;Leistungskreditbetrug;Nichtdeutsch;4406
2015;517200;Leistungskreditbetrug;Nichtdeutsch;4934
2016;517200;Leistungskreditbetrug §§ 263, 263a StGB;Nichtdeutsch;4175
2017;517200;Leistungskreditbetrug §§ 263, 263a StGB;Nichtdeutsch;4499
2018;517200;Leistungskreditbetrug §§ 263, 263a StGB;Nichtdeutsch;3972
2019;517200;Leistungskreditbetrug §§ 263, 263a StGB;Nichtdeutsch;3709
2020;517200;Leistungskreditbetrug §§ 263, 263a StGB;Nichtdeutsch;3348
2021;517200;Leistungskreditbetrug §§ 263, 263a StGB;Nichtdeutsch;2946
2022;517200;Leistungskreditbetrug §§ 263, 263a StGB;Nichtdeutsch;3100
2023;517200;Leistungskreditbetrug §§ 263, 263a StGB;Nichtdeutsch;3168
2024;517200;Leistungskreditbetrug §§ 263, 263a StGB;Nichtdeutsch;2962
1987;517300;Arbeitsvermittlungsbetrug;Nichtdeutsch;17
1988;517300;Arbeitsvermittlungsbetrug;Nichtdeutsch;23
1989;517300;Arbeitsvermittlungsbetrug;Nichtdeutsch;12
1990;517300;Arbeitsvermittlungsbetrug;Nichtdeutsch;15
1991;517300;Arbeitsvermittlungsbetrug;Nichtdeutsch;22
1992;517300;Arbeitsvermittlungsbetrug;Nichtdeutsch;21
1993;517300;Arbeitsvermittlungsbetrug;Nichtdeutsch;29
1994;517300;Arbeitsvermittlungsbetrug;Nichtdeutsch;18
1995;517300;Arbeitsvermittlungsbetrug;Nichtdeutsch;25
1996;517300;Arbeitsvermittlungsbetrug;Nichtdeutsch;37
1997;517300;Arbeitsvermittlungsbetrug;Nichtdeutsch;36
1998;517300;Arbeitsvermittlungsbetrug;Nichtdeutsch;34
1999;517300;Arbeitsvermittlungsbetrug;Nichtdeutsch;37
2000;517300;Arbeitsvermittlungsbetrug;Nichtdeutsch;22
2001;517300;Arbeitsvermittlungsbetrug;Nichtdeutsch;27
2002;517300;Arbeitsvermittlungsbetrug;Nichtdeutsch;24
2003;517300;Arbeitsvermittlungsbetrug;Nichtdeutsch;20
2004;517300;Arbeitsvermittlungsbetrug;Nichtdeutsch;25
2005;517300;Arbeitsvermittlungsbetrug;Nichtdeutsch;27
2006;517300;Arbeitsvermittlungsbetrug;Nichtdeutsch;17
2007;517300;Arbeitsvermittlungsbetrug;Nichtdeutsch;19
2008;517300;Arbeitsvermittlungsbetrug;Nichtdeutsch;20
2009;517300;Arbeitsvermittlungsbetrug;Nichtdeutsch;25
2010;517300;Arbeitsvermittlungsbetrug;Nichtdeutsch;30
2011;517300;Arbeitsvermittlungsbetrug;Nichtdeutsch;18
2012;517300;Arbeitsvermittlungsbetrug;Nichtdeutsch;22
2013;517300;Arbeitsvermittlungsbetrug;Nichtdeutsch;21
2014;517300;Arbeitsvermittlungsbetrug;Nichtdeutsch;16
2015;517300;Arbeitsvermittlungsbetrug;Nichtdeutsch;10
1987;517400;Betrug z. N. v. Versicherungen §§ 263, 265 StGB;Nichtdeutsch;892
1988;517400;Betrug z. N. v. Versicherungen §§ 263, 265 StGB;Nichtdeutsch;1236
1989;517400;Betrug z. N. v. Versicherungen §§ 263, 265 StGB;Nichtdeutsch;1472
1990;517400;Betrug z. N. v. Versicherungen §§ 263, 265 StGB;Nichtdeutsch;1358
1991;517400;Betrug z. N. v. Versicherungen §§ 263, 265 StGB;Nichtdeutsch;1293
1992;517400;Betrug z. N. v. Versicherungen §§ 263, 265 StGB;Nichtdeutsch;1621
1993;517400;Betrug z. N. v. Versicherungen §§ 263, 265 StGB;Nichtdeutsch;1754
1994;517400;Betrug z. N. v. Versicherungen §§ 263, 265 StGB;Nichtdeutsch;2094
1995;517400;Betrug z. N. v. Versicherungen §§ 263, 265 StGB;Nichtdeutsch;2038
1996;517400;Betrug z. N. v. Versicherungen §§ 263, 265 StGB;Nichtdeutsch;1979
1997;517400;Betrug z. N. v. Versicherungen §§ 263, 265 StGB;Nichtdeutsch;2033
1998;517400;Betrug z. N. v. Versicherungen §§ 263, 265 StGB;Nichtdeutsch;2123
1999;517400;Betrug z.N.v. Versicherungen und Versicherungsmissbrauch §§ 263, 265 StGB;Nichtdeutsch;2050
2000;517400;Betrug z.N.v. Versicherungen und Versicherungsmissbrauch §§ 263, 265 StGB;Nichtdeutsch;2298
2001;517400;Betrug z.N.v. Versicherungen und Versicherungsmissbrauch §§ 263, 265 StGB;Nichtdeutsch;2390
2002;517400;Betrug z.N.v. Versicherungen und Versicherungsmissbrauch §§ 263, 265 StGB;Nichtdeutsch;2136
2003;517400;Betrug z.N.v. Versicherungen und Versicherungsmissbrauch §§ 263, 265 StGB;Nichtdeutsch;1763
2004;517400;Betrug z.N.v. Versicherungen und Versicherungsmissbrauch §§ 263, 265 StGB;Nichtdeutsch;2056
2005;517400;Betrug z.N.v. Versicherungen und Versicherungsmissbrauch §§ 263, 265 StGB;Nichtdeutsch;1891
2006;517400;Betrug z.N.v. Versicherungen und Versicherungsmissbrauch §§ 263, 265 StGB;Nichtdeutsch;1527
2007;517400;Betrug z.N.v. Versicherungen und Versicherungsmissbrauch §§ 263, 265 StGB;Nichtdeutsch;1302
2008;517400;Betrug z.N.v. Versicherungen und Versicherungsmissbrauch §§ 263, 265 StGB;Nichtdeutsch;1053
2009;517400;Betrug z.N.v. Versicherungen und Versicherungsmissbrauch §§ 263, 265 StGB;Nichtdeutsch;1103
2010;517400;Betrug z.N.v. Versicherungen und Versicherungsmissbrauch §§ 263, 265 StGB;Nichtdeutsch;1134
2011;517400;Betrug z.N.v. Versicherungen und Versicherungsmissbrauch §§ 263, 265 StGB;Nichtdeutsch;1040
2012;517400;Betrug z.N.v. Versicherungen und Versicherungsmissbrauch §§ 263, 265 StGB;Nichtdeutsch;1176
2013;517400;Betrug z.N.v. Versicherungen und Versicherungsmissbrauch §§ 263, 265 StGB;Nichtdeutsch;1137
2014;517400;Betrug z.N.v. Versicherungen und Versicherungsmissbrauch §§ 263, 265 StGB;Nichtdeutsch;1017
2015;517400;Betrug z.N.v. Versicherungen und Versicherungsmissbrauch §§ 263, 265 StGB;Nichtdeutsch;1603
2016;517400;Betrug z.N.v. Versicherungen und Versicherungsmissbrauch §§ 263, 265 StGB;Nichtdeutsch;992
2017;517400;Betrug z.N.v. Versicherungen und Versicherungsmissbrauch §§ 263, 265 StGB;Nichtdeutsch;944
2018;517400;Betrug z.N.v. Versicherungen und Versicherungsmissbrauch §§ 263, 265 StGB;Nichtdeutsch;843
2019;517400;Betrug z.N.v. Versicherungen und Versicherungsmissbrauch §§ 263, 265 StGB;Nichtdeutsch;912
2020;517400;Betrug z.N.v. Versicherungen und Versicherungsmissbrauch §§ 263, 265 StGB;Nichtdeutsch;863
2021;517400;Betrug z.N.v. Versicherungen und Versicherungsmissbrauch §§ 263, 265 StGB;Nichtdeutsch;949
2022;517400;Betrug z.N.v. Versicherungen und Versicherungsmissbrauch §§ 263, 265 StGB;Nichtdeutsch;744
2023;517400;Betrug z.N.v. Versicherungen und Versicherungsmissbrauch §§ 263, 265 StGB;Nichtdeutsch;650
2024;517400;Betrug z.N.v. Versicherungen und Versicherungsmissbrauch §§ 263, 265 StGB;Nichtdeutsch;708
1987;517500;Computerbetrug § 263a StGB;Nichtdeutsch;135
1988;517500;Computerbetrug § 263a StGB;Nichtdeutsch;178
1989;517500;Computerbetrug § 263a StGB;Nichtdeutsch;160
1990;517500;Computerbetrug § 263a StGB;Nichtdeutsch;120
1991;517500;Computerbetrug § 263a StGB;Nichtdeutsch;95
1992;517500;Computerbetrug § 263a StGB;Nichtdeutsch;167
1993;517500;Computerbetrug § 263a StGB;Nichtdeutsch;150
1994;517500;Computerbetrug § 263a StGB;Nichtdeutsch;167
1995;517500;Computerbetrug § 263a StGB;Nichtdeutsch;217
1996;517500;Computerbetrug § 263a StGB;Nichtdeutsch;237
1997;517500;Computerbetrug § 263a StGB;Nichtdeutsch;1009
1998;517500;Computerbetrug § 263a StGB;Nichtdeutsch;1143
1999;517500;Computerbetrug § 263a StGB;Nichtdeutsch;363
2000;517500;Computerbetrug § 263a StGB;Nichtdeutsch;447
2001;517500;Computerbetrug § 263a StGB;Nichtdeutsch;616
2002;517500;Computerbetrug § 263a StGB (soweit nicht unter den Schlüssel 5163 bzw. 5179 zu erfassen);Nichtdeutsch;573
2003;517500;Computerbetrug § 263a StGB (soweit nicht unter den Schlüssel 5163 bzw. 5179 zu erfassen);Nichtdeutsch;570
2004;517500;Computerbetrug § 263a StGB (soweit nicht unter den Schlüssel 5163 bzw. 5179 zu erfassen);Nichtdeutsch;634
2005;517500;Computerbetrug § 263a StGB (soweit nicht unter den Schlüssel 5163 bzw. 5179 zu erfassen);Nichtdeutsch;707
2006;517500;Computerbetrug § 263a StGB (soweit nicht unter den Schlüssel 5163 bzw. 5179 zu erfassen);Nichtdeutsch;932
2007;517500;Computerbetrug § 263a StGB (soweit nicht unter den Schlüssel 5163 bzw. 5179 zu erfassen);Nichtdeutsch;990
2008;517500;Computerbetrug § 263a StGB (soweit nicht unter den Schlüssel 5163 bzw. 5179 zu erfassen);Nichtdeutsch;944
2009;517500;Computerbetrug § 263a StGB (soweit nicht unter den Schlüssel 5163 bzw. 5179 zu erfassen);Nichtdeutsch;1186
2010;517500;Computerbetrug § 263a StGB (soweit nicht unter den Schlüssel 5163 bzw. 5179 zu erfassen);Nichtdeutsch;1451
2011;517500;Computerbetrug § 263a StGB (soweit nicht unter den Schlüssel 5163 bzw. 5179 zu erfassen);Nichtdeutsch;1341
2012;517500;Computerbetrug § 263a StGB (soweit nicht unter den Schlüssel 5163 bzw. 5179 zu erfassen);Nichtdeutsch;1209
2013;517500;Computerbetrug § 263a StGB (soweit nicht unter den Schlüssel 5163 bzw. 5179 zu erfassen);Nichtdeutsch;1042
2014;517500;Computerbetrug § 263a StGB (soweit nicht unter den Schlüssel 5163 bzw. 5179 zu erfassen);Nichtdeutsch;1271
2015;517500;Computerbetrug § 263a StGB (soweit nicht unter den Schlüssel 5163 bzw. 5179 zu erfassen);Nichtdeutsch;1292
2016;517500;Computerbetrug (sonstiger) § 263a StGB (soweit nicht unter den Schlüsseln 511120, 511212, 516300, 516520, 516920, 517220, 517900, 518112 bzw. 518302 zu erfassen);Nichtdeutsch;893
2017;517500;Computerbetrug (sonstiger) § 263a StGB (soweit nicht unter den Schlüsseln 511120, 511212, 516300, 516520, 516920, 517220, 517900, 518112 bzw. 518302 zu erfassen);Nichtdeutsch;951
2018;517500;Computerbetrug (sonstiger) § 263a StGB (soweit nicht unter den Schlüsseln 511120, 511212, 516300, 516520, 516920, 517220, 517900, 518112 bzw. 518302 zu erfassen);Nichtdeutsch;848
2019;517500;Computerbetrug (sonstiger) § 263a StGB (soweit nicht unter den Schlüsseln 511120, 511212, 516300, 516520, 516920, 517220, 517900, 518112 bzw. 518302 zu erfassen);Nichtdeutsch;1261
2020;517500;Computerbetrug (sonstiger) § 263a StGB (soweit nicht unter den Schlüsseln 511120, 511212, 516300, 516520, 516920, 517220, 517900, 518112 bzw. 518302 zu erfassen);Nichtdeutsch;1126
2021;517500;Computerbetrug (sonstiger) § 263a StGB (soweit nicht unter den Schlüsseln 511120, 511212, 516300, 516520, 516920, 517220, 517900, 518112 bzw. 518302 zu erfassen);Nichtdeutsch;1953
2022;517500;Computerbetrug (sonstiger) § 263a StGB (soweit nicht unter den Schlüsseln 511120, 511212, 516300, 516520, 516920, 517220, 517900, 518112 bzw. 518302 zu erfassen);Nichtdeutsch;1399
2023;517500;Computerbetrug (sonstiger) § 263a StGB (soweit nicht unter den Schlüsseln 511120, 511212, 516300, 516520, 516920, 517220, 517900, 518112 bzw. 518302 zu erfassen);Nichtdeutsch;1545
2024;517500;Computerbetrug (sonstiger) § 263a StGB (soweit nicht unter den Schlüsseln 511120, 511212, 516300, 516520, 516920, 517220, 517900, 518112 bzw. 518302 zu erfassen);Nichtdeutsch;2051
1987;517600;Provisionsbetrug;Nichtdeutsch;76
1988;517600;Provisionsbetrug;Nichtdeutsch;86
1989;517600;Provisionsbetrug;Nichtdeutsch;69
1990;517600;Provisionsbetrug;Nichtdeutsch;71
1991;517600;Provisionsbetrug;Nichtdeutsch;46
1992;517600;Provisionsbetrug;Nichtdeutsch;43
1993;517600;Provisionsbetrug;Nichtdeutsch;49
1994;517600;Provisionsbetrug;Nichtdeutsch;66
1995;517600;Provisionsbetrug;Nichtdeutsch;120
1996;517600;Provisionsbetrug;Nichtdeutsch;72
1997;517600;Provisionsbetrug;Nichtdeutsch;84
1998;517600;Provisionsbetrug;Nichtdeutsch;83
1999;517600;Provisionsbetrug;Nichtdeutsch;85
2000;517600;Provisionsbetrug;Nichtdeutsch;63
2001;517600;Provisionsbetrug;Nichtdeutsch;102
2002;517600;Provisionsbetrug;Nichtdeutsch;127
2003;517600;Provisionsbetrug;Nichtdeutsch;81
2004;517600;Provisionsbetrug;Nichtdeutsch;161
2005;517600;Provisionsbetrug;Nichtdeutsch;167
2006;517600;Provisionsbetrug;Nichtdeutsch;188
2007;517600;Provisionsbetrug;Nichtdeutsch;195
2008;517600;Provisionsbetrug;Nichtdeutsch;257
2009;517600;Provisionsbetrug;Nichtdeutsch;281
2010;517600;Provisionsbetrug;Nichtdeutsch;258
2011;517600;Provisionsbetrug;Nichtdeutsch;259
2012;517600;Provisionsbetrug;Nichtdeutsch;168
2013;517600;Provisionsbetrug;Nichtdeutsch;176
2014;517600;Provisionsbetrug;Nichtdeutsch;142
2015;517600;Provisionsbetrug;Nichtdeutsch;159
2016;517600;Provisionsbetrug;Nichtdeutsch;112
2017;517600;Provisionsbetrug;Nichtdeutsch;162
2018;517600;Provisionsbetrug;Nichtdeutsch;108
2019;517600;Provisionsbetrug;Nichtdeutsch;107
2020;517600;Provisionsbetrug;Nichtdeutsch;205
2021;517600;Provisionsbetrug;Nichtdeutsch;99
2022;517600;Provisionsbetrug;Nichtdeutsch;65
2023;517600;Provisionsbetrug;Nichtdeutsch;74
2024;517600;Provisionsbetrug;Nichtdeutsch;97
1994;517700;Betrug z.N.v. Sozialversicherungen und Sozialversicherungsträgern;Nichtdeutsch;3683
1995;517700;Betrug z.N.v. Sozialversicherungen und Sozialversicherungsträgern;Nichtdeutsch;4049
1996;517700;Betrug z.N.v. Sozialversicherungen und Sozialversicherungsträgern;Nichtdeutsch;4645
1997;517700;Betrug z.N.v. Sozialversicherungen und Sozialversicherungsträgern;Nichtdeutsch;4884
1998;517700;Betrug z.N.v. Sozialversicherungen und Sozialversicherungsträgern;Nichtdeutsch;5586
1999;517700;Betrug z.N.v. Sozialversicherungen und Sozialversicherungsträgern;Nichtdeutsch;5332
2000;517700;Betrug z.N.v. Sozialversicherungen und Sozialversicherungsträgern;Nichtdeutsch;4932
2001;517700;Betrug z.N.v. Sozialversicherungen und Sozialversicherungsträgern;Nichtdeutsch;4140
2002;517700;Betrug z.N.v. Sozialversicherungen und Sozialversicherungsträgern;Nichtdeutsch;4091
2003;517700;Betrug z.N.v. Sozialversicherungen und Sozialversicherungsträgern;Nichtdeutsch;4695
2004;517700;Betrug z.N.v. Sozialversicherungen und Sozialversicherungsträgern;Nichtdeutsch;3012
2005;517700;Betrug z.N.v. Sozialversicherungen und Sozialversicherungsträgern;Nichtdeutsch;1948
2006;517700;Betrug z.N.v. Sozialversicherungen und Sozialversicherungsträgern;Nichtdeutsch;2028
2007;517700;Betrug z.N.v. Sozialversicherungen und Sozialversicherungsträgern;Nichtdeutsch;1503
2008;517700;Betrug z.N.v. Sozialversicherungen und Sozialversicherungsträgern;Nichtdeutsch;1134
2009;517700;Betrug z.N.v. Sozialversicherungen und Sozialversicherungsträgern;Nichtdeutsch;991
2010;517700;Betrug z.N.v. Sozialversicherungen und Sozialversicherungsträgern;Nichtdeutsch;1015
2011;517700;Betrug z.N.v. Sozialversicherungen und Sozialversicherungsträgern;Nichtdeutsch;826
2012;517700;Betrug z.N.v. Sozialversicherungen und Sozialversicherungsträgern;Nichtdeutsch;793
2013;517700;Betrug z.N.v. Sozialversicherungen und Sozialversicherungsträgern;Nichtdeutsch;877
2014;517700;Betrug z.N.v. Sozialversicherungen und Sozialversicherungsträgern;Nichtdeutsch;836
2015;517700;Betrug z.N.v. Sozialversicherungen und Sozialversicherungsträgern;Nichtdeutsch;1130
1996;517800;(Sonstiger) Sozialleistungsbetrug (soweit nicht unter Schl. 5177 zu erfassen);Nichtdeutsch;6815
1997;517800;(Sonstiger) Sozialleistungsbetrug (soweit nicht unter Schl. 5177 zu erfassen);Nichtdeutsch;7831
1998;517800;(Sonstiger) Sozialleistungsbetrug (soweit nicht unter Schl. 5177 zu erfassen);Nichtdeutsch;8975
1999;517800;(Sonstiger) Sozialleistungsbetrug (soweit nicht unter Schl. 5177 zu erfassen);Nichtdeutsch;8989
2000;517800;(Sonstiger) Sozialleistungsbetrug (soweit nicht unter Schl. 5177 zu erfassen);Nichtdeutsch;8542
2001;517800;(Sonstiger) Sozialleistungsbetrug (soweit nicht unter Schl. 5177 zu erfassen);Nichtdeutsch;6010
2002;517800;(Sonstiger) Sozialleistungsbetrug (soweit nicht unter Schl. 5177 zu erfassen);Nichtdeutsch;5028
2003;517800;(Sonstiger) Sozialleistungsbetrug (soweit nicht unter Schl. 5177 zu erfassen);Nichtdeutsch;4892
2004;517800;(Sonstiger) Sozialleistungsbetrug (soweit nicht unter Schl. 5177 zu erfassen);Nichtdeutsch;3882
2005;517800;(Sonstiger) Sozialleistungsbetrug (soweit nicht unter Schl. 5177 zu erfassen);Nichtdeutsch;3886
2006;517800;(Sonstiger) Sozialleistungsbetrug (soweit nicht unter Schl. 5177 zu erfassen);Nichtdeutsch;3026
2007;517800;(Sonstiger) Sozialleistungsbetrug (soweit nicht unter Schl. 5177 zu erfassen);Nichtdeutsch;3409
2008;517800;(Sonstiger) Sozialleistungsbetrug (soweit nicht unter Schl. 5177 zu erfassen);Nichtdeutsch;3587
2009;517800;(Sonstiger) Sozialleistungsbetrug (soweit nicht unter Schl. 5177 zu erfassen);Nichtdeutsch;3051
2010;517800;(Sonstiger) Sozialleistungsbetrug (soweit nicht unter Schl. 5177 zu erfassen);Nichtdeutsch;3256
2011;517800;(Sonstiger) Sozialleistungsbetrug (soweit nicht unter Schl. 5177 zu erfassen);Nichtdeutsch;3117
2012;517800;(Sonstiger) Sozialleistungsbetrug (soweit nicht unter Schl. 5177 zu erfassen);Nichtdeutsch;2896
2013;517800;(Sonstiger) Sozialleistungsbetrug (soweit nicht unter Schl. 5177 zu erfassen);Nichtdeutsch;3250
2014;517800;(Sonstiger) Sozialleistungsbetrug (soweit nicht unter Schl. 5177 zu erfassen);Nichtdeutsch;4262
2015;517800;(Sonstiger) Sozialleistungsbetrug (soweit nicht unter Schl. 5177 zu erfassen);Nichtdeutsch;3922
2016;517800;Sozialleistungsbetrug;Nichtdeutsch;6781
2017;517800;Sozialleistungsbetrug;Nichtdeutsch;6455
2018;517800;Sozialleistungsbetrug;Nichtdeutsch;5679
2019;517800;Sozialleistungsbetrug;Nichtdeutsch;5056
